Loading projection matrices.
Loading images.
Loading silhouettes.
Creating camera objects.
Creating voxel grid.
Processing voxels.
Creating PLY file.
Determining point colors.
Done.
         10027682 function calls (10003032 primitive calls) in 11.618 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:185(InlineClosureLikes)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:221(GenericRewrites)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:546(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 ssa.py:243(_GatherDefsHandler)
        1    0.000    0.000    0.000    0.000 ssa.py:259(_FreshVarHandler)
        1    0.000    0.000    0.000    0.000 typed_passes.py:165(NopythonTypeInference)
        1    0.000    0.000    0.000    0.000 typed_passes.py:282(ParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:337(DumpParforDiagnostics)
        1    0.000    0.000    0.000    0.000 typed_passes.py:355(NativeLowering)
        1    0.000    0.000    0.000    0.000 typed_passes.py:467(NoPythonBackend)
        1    0.000    0.000    0.000    0.000 caching.py:709(FunctionCache)
        1    0.000    0.000    0.000    0.000 caching.py:730(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 wrappers.py:730(_ArrayAsScalarArgLoader)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:14(SparseWarning)
        1    0.000    0.000    0.000    0.000 _arrays.py:60(bsr_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:64(coo_array)
        1    0.000    0.000    0.000    0.000 dictobject.py:93(DictIterModel)
        2    0.000    0.000    0.000    0.000 npdatetime.py:716(_gen_datetime_max_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:737(_gen_datetime_min_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:779(_gen_timedelta_min_impl)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:39(CMath_isfinite)
        1    0.000    0.000    0.000    0.000 enumdecl.py:46(EnumCompare)
        1    0.000    0.000    0.000    0.000 listdecl.py:125(AddList)
        1    0.000    0.000    0.000    0.000 listdecl.py:163(ListCompare)
        1    0.000    0.000    0.000    0.000 collections.py:18(ContainerLen)
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
        1    0.000    0.000    0.000    0.000 mathdecl.py:65(Math_floor_ceil)
        1    0.000    0.000    0.000    0.000 setdecl.py:155(SetOperator)
        1    0.000    0.000    0.000    0.000 setdecl.py:166(SetComparison)
        1    0.000    0.000    0.000    0.000 arraydecl.py:570(StaticGetItemRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:586(StaticGetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:610(StaticSetItemRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:842(CmpOpEqArray)
        1    0.000    0.000    0.000    0.000 npdatetime.py:30(TimedeltaBinOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:118(TimedeltaUnaryNeg)
        1    0.000    0.000    0.000    0.000 npdatetime.py:127(TimedeltaBinSub)
        1    0.000    0.000    0.000    0.000 npdatetime.py:132(TimedeltaBinMult)
        1    0.000    0.000    0.000    0.000 npdatetime.py:137(TimedeltaTrueDiv)
        1    0.000    0.000    0.000    0.000 npdatetime.py:142(TimedeltaFloorDiv)
        1    0.000    0.000    0.000    0.000 npdatetime.py:147(TimedeltaCmpEq)
        1    0.000    0.000    0.000    0.000 npdatetime.py:220(DatetimeMinusDatetime)
        1    0.000    0.000    0.000    0.000 npdatetime.py:236(DatetimeCmpOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:246(DatetimeCmpEq)
        1    0.000    0.000    0.000    0.000 npdatetime.py:262(DatetimeCmpGt)
        1    0.000    0.000    0.000    0.000 npdatetime.py:266(DatetimeCmpGE)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 ImageFile.py:566(PyCodecState)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:133(PpmDecoder)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:210(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1444(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1451(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 subprocess.py:237(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 threading.py:769(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:803(<listcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 Image.py:2709(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:239(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtests.py:90(TimeOutError)
        1    0.000    0.000    0.000    0.000 runtests.py:1941(Reporter)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 argparse.py:677(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:760(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:978(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1221(_ExtendAction)
        1    0.000    0.000    0.000    0.000 lambdify.py:1256(_TensorflowEvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 facts.py:374(FactRules)
        1    0.000    0.000    0.000    0.000 logic.py:394(Or)
        1    0.000    0.000    0.000    0.000 numbers.py:3579(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 function.py:115(BadArgumentsError)
        1    0.000    0.000    0.000    0.000 boolalg.py:351(__eq__)
        1    0.000    0.000    0.000    0.000 boolalg.py:426(__eq__)
        1    0.000    0.000    0.000    0.000 coreerrors.py:8(NonCommutativeExpression)
        1    0.000    0.000    0.000    0.000 polyoptions.py:61(OptionType)
        1    0.000    0.000    0.000    0.000 polyerrors.py:67(HeuristicGCDFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:71(ModularGCDFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:74(HomomorphismFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:86(EvaluationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:90(RefinementFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:94(CoercionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:102(NotReversible)
        1    0.000    0.000    0.000    0.000 polyerrors.py:106(NotAlgebraic)
        1    0.000    0.000    0.000    0.000 polyerrors.py:114(PolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:118(UnificationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:122(GeneratorsError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:141(UnivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:149(PolificationFailed)
        1    0.000    0.000    0.000    0.000 integerring.py:50(__init__)
        1    0.000    0.000    0.000    0.000 rationalfield.py:45(__init__)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:28(__init__)
        2    0.000    0.000    0.000    0.000 ordinals.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 alphabets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1005(MultOperator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1154(MeijerShiftD)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1258(MeijerUnShiftC)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(DMBadInputError)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(DMNotAField)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(DMFormatError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(DMRankError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(DMNonSquareMatrixError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(StructureError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(MissingUnityError)
        1    0.000    0.000    0.000    0.000 common.py:38(ShapeError)
        1    0.000    0.000    0.000    0.000 common.py:43(NonSquareMatrixError)
        1    0.000    0.000    0.000    0.000 common.py:52(NonPositiveDefiniteMatrixError)
        1    0.000    0.000    0.000    0.000 systems.py:37(ODENonlinearError)
        1    0.000    0.000    0.000    0.000 __init__.py:326(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:1106(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1649(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:2010(find_nothing)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 abc.py:256(FileLoader)
        1    0.000    0.000    0.000    0.000 more.py:3597(AbortThread)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 markers.py:42(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:48(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 _utils.py:4(DuplicatedNameError)
        1    0.000    0.000    0.000    0.000 values.py:426(_Undefined)
        1    0.000    0.000    0.000    0.000 values.py:943(entry_basic_block)
        1    0.000    0.000    0.000    0.000 builder.py:99(_uniop_intrinsic_float)
        1    0.000    0.000    0.000    0.000 builder.py:134(_triop_intrinsic)
        1    0.000    0.000    0.000    0.000 instructions.py:189(PredictableInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:225(Branch)
        1    0.000    0.000    0.000    0.000 instructions.py:229(ConditionalBranch)
        1    0.000    0.000    0.000    0.000 instructions.py:787(CatchClause)
        1    0.000    0.000    0.000    0.000 abstract.py:238(Hashable)
        1    0.000    0.000    0.000    0.000 abstract.py:313(Sized)
        1    0.000    0.000    0.000    0.000 abstract.py:350(Container)
        1    0.000    0.000    0.000    0.000 abstract.py:356(Sequence)
        1    0.000    0.000    0.000    0.000 abstract.py:363(MutableSequence)
        1    0.000    0.000    0.000    0.000 containers.py:122(MemoryView)
